Membership ID,Item ID,Item Name,Checked Out,Checked In,Due Date,Late Fees to Date,Renewal
262,4137,Pipe Wrench,9/4/2022 5:50 PM,9/18/2022 3:58 PM,9/11/2022,$0.00,
3809,8890,Weed Whacker,6/28/2022 6:28 PM,7/6/2022 6:46 PM,7/5/2022,$0.00,
3809,8819,Extension Cords,6/28/2022 6:28 PM,7/6/2022 6:46 PM,7/5/2022,$0.00,
3809,5663,Lawn Mower,6/28/2022 6:28 PM,7/6/2022 6:46 PM,7/5/2022,$0.00,
4173,170,"Folding Chair, Metal",11/26/2022 10:41 AM,12/3/2022 11:51 AM,12/3/2022,$0.00,
4173,175,"Folding Chair, Metal",11/26/2022 10:41 AM,12/3/2022 11:51 AM,12/3/2022,$0.00,
4173,5063,"Folding Chair, Wood",11/26/2022 10:41 AM,12/3/2022 11:51 AM,12/3/2022,$0.00,
4173,5064,"Folding Chair, Wood",11/26/2022 10:41 AM,12/3/2022 11:51 AM,12/3/2022,$0.00,
4173,5065,"Folding Chair, Wood",11/26/2022 10:41 AM,12/3/2022 11:51 AM,12/3/2022,$0.00,
4173,5066,"Folding Chair, Wood",11/26/2022 10:41 AM,12/3/2022 11:51 AM,12/3/2022,$0.00,
4173,6753,"Folding Chair, Metal",11/26/2022 10:41 AM,12/3/2022 11:51 AM,12/3/2022,$0.00,
4173,6763,"Folding Chair, Metal",11/26/2022 10:41 AM,12/3/2022 11:51 AM,12/3/2022,$0.00,
4173,5004,Table,11/26/2022 10:41 AM,12/3/2022 11:51 AM,12/3/2022,$0.00,
2394,8134,Lopper,3/26/2022 11:24 AM,3/26/2022 12:01 PM,4/2/2022,$0.00,
2394,437,Crow Bar,11/8/2022 9:04 PM,11/8/2022 9:04 PM,11/15/2022,$0.00,
2394,8966,Pruning Shears,11/8/2022 9:04 PM,11/8/2022 9:04 PM,11/15/2022,$0.00,
2394,437,Crow Bar,11/8/2022 9:04 PM,11/12/2022 11:27 AM,11/22/2022,$0.00,Renewal
2394,8966,Pruning Shears,11/8/2022 9:04 PM,11/12/2022 11:27 AM,11/22/2022,$0.00,Renewal
4038,8038,Stud Finder,10/1/2022 12:02 PM,10/8/2022 10:45 AM,10/8/2022,$0.00,
4038,8038,Stud Finder,10/8/2022 10:45 AM,10/9/2022 4:03 PM,10/15/2022,$0.00,Renewal
3772,7406,Claw Hammer,6/12/2022 5:43 PM,6/19/2022 5:49 PM,6/19/2022,$0.00,
3772,7412,Cordless Drill Set,6/12/2022 5:43 PM,6/19/2022 5:49 PM,6/19/2022,$0.00,
3925,803,Bit set,8/7/2022 6:12 PM,8/13/2022 11:13 AM,8/14/2022,$0.00,
3925,6655,"Extension Cord, 8ft",8/7/2022 6:12 PM,8/13/2022 11:13 AM,8/14/2022,$0.00,
3925,6358,"Corded Drill, 3/8in",8/7/2022 6:12 PM,8/13/2022 11:13 AM,8/14/2022,$0.00,
3925,5817,"Tape Measure, 25ft",8/13/2022 11:14 AM,1/29/2023 4:16 PM,8/20/2022,$0.00,
3493,8037,Stud Finder,1/9/2022 6:23 PM,1/16/2022 6:06 PM,1/16/2022,$0.00,
3493,4814,Power Sander,1/16/2022 6:06 PM,1/23/2022 10:32 PM,1/23/2022,$0.00,
3493,8037,Stud Finder,1/16/2022 6:06 PM,1/23/2022 10:32 PM,1/23/2022,$0.00,Renewal
3493,4814,Power Sander,1/23/2022 10:32 PM,1/30/2022 6:29 PM,1/30/2022,$0.00,Renewal
3493,8037,Stud Finder,1/23/2022 10:32 PM,1/30/2022 6:29 PM,1/30/2022,$0.00,Renewal
3493,8037,Stud Finder,1/30/2022 6:29 PM,2/5/2022 9:33 AM,2/6/2022,$0.00,Renewal
3493,4814,Power Sander,1/30/2022 6:29 PM,2/5/2022 9:33 AM,2/6/2022,$0.00,Renewal
3493,4814,Power Sander,2/5/2022 9:33 AM,2/17/2022 10:39 AM,2/12/2022,$0.00,Renewal
3493,7513,Bar Clamp,2/5/2022 9:51 AM,2/17/2022 10:39 AM,2/12/2022,$0.00,
3493,7863,Paint Brush,2/5/2022 9:51 AM,2/17/2022 10:39 AM,2/12/2022,$0.00,
3493,717,Paint Brush,2/5/2022 9:51 AM,2/17/2022 10:39 AM,2/12/2022,$0.00,
3493,8365,Drop Cloth,2/5/2022 9:51 AM,2/17/2022 10:39 AM,2/12/2022,$0.00,
3493,8399,Paint Brush,2/5/2022 9:51 AM,2/17/2022 10:39 AM,2/12/2022,$0.00,
