Membership ID,Item ID,Item Name,Checked Out,Checked In,Due Date,Late Fees to Date,Renewal
262,277,"Saw, Reciprocating, Cordless",12/23/2017 11:36 AM,1/7/2018 4:09 PM,12/30/2017,$0.00,
262,4515,Circular Saw,6/26/2018 4:13 PM,7/10/2018 4:16 PM,7/3/2018,$0.00,
262,277,"Saw, Reciprocating, Cordless",6/26/2018 4:13 PM,7/10/2018 4:16 PM,7/3/2018,$0.00,
262,4908,Power Tools,6/26/2018 4:13 PM,7/10/2018 4:16 PM,7/3/2018,$0.00,
1399,5037,C-clamp,5/13/2018 7:14 PM,5/30/2018 6:48 PM,5/20/2018,$0.00,
1399,5115,C-clamp,5/13/2018 7:14 PM,5/30/2018 6:48 PM,5/20/2018,$0.00,
1399,455,C-clamp,5/13/2018 7:14 PM,5/30/2018 6:48 PM,5/20/2018,$0.00,
1399,5429,C-clamp,5/13/2018 7:14 PM,5/30/2018 6:48 PM,5/20/2018,$0.00,
1399,5037,C-clamp,5/30/2018 6:48 PM,6/6/2018 6:56 PM,6/6/2018,$0.00,Renewal
1399,5115,C-clamp,5/30/2018 6:48 PM,6/6/2018 6:56 PM,6/6/2018,$0.00,Renewal
1399,455,C-clamp,5/30/2018 6:48 PM,6/6/2018 6:56 PM,6/6/2018,$0.00,Renewal
1399,5429,C-clamp,5/30/2018 6:48 PM,6/6/2018 6:56 PM,6/6/2018,$0.00,Renewal
1399,5037,C-clamp,6/6/2018 6:56 PM,7/22/2018 4:25 PM,6/13/2018,$0.00,Renewal
1399,5115,C-clamp,6/6/2018 6:56 PM,7/22/2018 4:25 PM,6/13/2018,$0.00,Renewal
1399,455,C-clamp,6/6/2018 6:56 PM,7/22/2018 4:25 PM,6/13/2018,$0.00,Renewal
1399,5429,C-clamp,6/6/2018 6:56 PM,7/22/2018 4:25 PM,6/13/2018,$0.00,Renewal
1399,392,"Sander, Belt",9/12/2018 7:56 PM,9/26/2018 7:25 PM,9/19/2018,$0.00,
1399,4604,"Calipers, Digital",9/12/2018 7:56 PM,9/26/2018 7:25 PM,9/19/2018,$0.00,
1399,392,"Sander, Belt",9/26/2018 7:25 PM,10/31/2018 8:52 PM,10/3/2018,$0.00,Renewal
1399,4604,"Calipers, Digital",9/26/2018 7:25 PM,10/31/2018 8:52 PM,10/3/2018,$0.00,Renewal
1399,392,"Sander, Belt",10/31/2018 8:52 PM,11/7/2018 8:50 PM,11/7/2018,$0.00,Renewal
1399,4604,"Calipers, Digital",10/31/2018 8:52 PM,11/7/2018 8:50 PM,11/7/2018,$0.00,Renewal
1399,392,"Sander, Belt",11/7/2018 8:50 PM,11/18/2018 4:04 PM,11/14/2018,$0.00,Renewal
1399,4604,"Calipers, Digital",11/7/2018 8:50 PM,11/18/2018 4:04 PM,11/14/2018,$0.00,Renewal
130,5593,Angle Grinder,6/17/2018 5:35 PM,6/27/2018 2:50 PM,6/24/2018,$0.00,
130,6744,angle grinder,6/17/2018 5:35 PM,6/27/2018 2:50 PM,6/24/2018,$0.00,
130,5593,Angle Grinder,6/27/2018 2:50 PM,7/9/2018 12:13 AM,7/4/2018,$0.00,Renewal
130,6744,angle grinder,6/27/2018 2:50 PM,7/7/2018 11:33 AM,7/4/2018,$0.00,Renewal
130,5593,Angle Grinder,7/9/2018 12:13 AM,7/14/2018 9:39 AM,7/16/2018,$0.00,Renewal
874,4829,"Clamp, Bar",12/18/2017 2:35 PM,1/1/2018 9:36 PM,12/25/2017,$0.00,Renewal
874,6032,Quick Adjust Clamp,12/18/2017 2:35 PM,1/1/2018 9:36 PM,12/25/2017,$0.00,Renewal
874,4033,Speed Square,12/18/2017 2:35 PM,1/1/2018 9:36 PM,12/25/2017,$0.00,Renewal
874,4829,"Clamp, Bar",1/1/2018 9:36 PM,1/12/2018 11:03 AM,1/8/2018,$0.00,Renewal
874,6032,Quick Adjust Clamp,1/1/2018 9:36 PM,1/12/2018 11:03 AM,1/8/2018,$0.00,Renewal
874,4033,Speed Square,1/1/2018 9:36 PM,1/12/2018 11:03 AM,1/8/2018,$0.00,Renewal
874,4829,"Clamp, Bar",1/12/2018 11:03 AM,1/21/2018 5:09 PM,1/19/2018,$0.00,Renewal
874,6032,Quick Adjust Clamp,1/12/2018 11:03 AM,1/21/2018 5:09 PM,1/19/2018,$0.00,Renewal
874,4033,Speed Square,1/12/2018 11:03 AM,1/21/2018 5:09 PM,1/19/2018,$0.00,Renewal
874,5395,"Drill, Corded, 3/8in",2/24/2018 9:25 AM,2/28/2018 6:37 PM,3/3/2018,$0.00,
